"full_id","num_season","year_2season","num_inactive","start_month_mode_seasonPrim","end_month_mode_seasonPrim","peak_month_mode_seasonPrim","dur_day_mean_seasonPrim","dur_day_median_seasonPrim","amp_mean_seasonPrim","start_month_mode_seasonSec","end_month_mode_seasonSec","peak_month_mode_seasonSec","dur_day_mean_seasonSec","dur_day_median_seasonSec","amp_mean_seasonSec","perc_max","osm_id","rcf_superficie","comm_fkt"
"w667829283",5,0,0,6,6,2,370.25,356,31.7804334858745,NA,NA,NA,NA,NA,NA,68.7490275525682,667829283,35883.733,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667829284",5,0,0,6,6,1,363,359.5,30.1437637616064,NA,NA,NA,NA,NA,NA,60.817797346701,667829284,139673.216,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667829286",4,0,0,4,5,12,391,392,31.2777245603997,NA,NA,NA,NA,NA,NA,84.9826601101256,667829286,4422.403,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667830903",5,0,0,6,6,2,371.75,370,16.5756143788451,NA,NA,NA,NA,NA,NA,57.376009482038,667830903,28671.368,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667830904",7,2,1,6,12,10,232,188,27.3287838277377,12,6,3,180.5,180.5,25.9736583039336,70.0269888531197,667830904,17440.844,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667830916",7,0,1,6,5,9,336.4,363,23.26845083179,NA,NA,NA,NA,NA,NA,49.4578664128371,667830916,5725.101,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667830917",4,0,0,6,5,10,363.25,357,20.7184628403833,NA,NA,NA,NA,NA,NA,85.5662261138019,667830917,7233.849,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667830927",6,2,1,6,2,10,248.333333333333,223,26.7679537431366,2,6,4,153.5,153.5,12.2739497998954,46.1201277755915,667830927,5313.417,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w668188101",7,0,1,6,6,10,338,363,23.4230072052527,NA,NA,NA,NA,NA,NA,49.124667189381,668188101,20323.402,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w668188109",5,0,0,6,6,1,363,363,21.6335056758683,NA,NA,NA,NA,NA,NA,70.1250889744522,668188109,25196.671,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
